"open","sst","G_menardii","G_siponifera","O_universa","G_saculifer","G_ruber_pink","G_ruber_white","P_obliquiloculata","N_dutertrei","G_calida","G_crassaformis","G_glutinata","G_truncatulinoides","G_bulloides","G_falconensis"
"14/01/08","22.187178575307","5.39131662134942","12.5201897964052","1.86044762374704","10.4544671330266","9.28385315767036","11.6562224061797","28.7672450444003","25.2159796689541","29.2439511531555","0.805034690355914","3.52825781739371","137.195774362966","1.54185013855488","7.26356887203282"
"21/01/08","22.119988532838","5.7019797459717","12.7821369638283","2.30034580843216","11.4276058375798","11.153262912622","11.4059100108171","26.543608880024","24.3624351871469","31.6241105108011","1.05055186644134","4.23205406497675","222.224774608587","0.924646030323082","3.99369634492287"
"28/01/08","22.1053266446016","6.46518439880207","13.5754235706327","2.94738279793005","13.1428208043715","13.5893643514734","11.4506161032897","26.5838855641743","24.4352533235935","34.6882755138381","1.30351511473358","4.97768639404927","285.070428190983","0.662762513509573","1.66385494840033"
"04/02/08","22.1144695844597","7.21302142315695","14.4178076776561","3.58802280582624","14.9889580872907","15.7814473500469","11.6800434786818","26.5276692448047","24.7766122296965","37.276897015204","1.43800397875633","5.55963127807509","284.410856250347","0.670557407775878","0.676831470198289"
"11/02/08","22.1515557614673","8.09617580061822","15.5197163104966","4.52001237986606","17.7170414510611","18.5957445535909","12.1685036885475","25.603535721021","25.1469115130202","40.2397649880006","1.4785990876711","6.23618369502074","208.893219864186","0.860161758017892","0.323423685788793"
"18/02/08","22.2114074684341","8.68643133634752","16.3470536277996","5.36864468421602","20.014646081254","20.7242396233307","12.6785656799141","23.6554509274857","25.0395207834285","42.2685363105354","1.47304296427822","6.69370584436554","132.094954529101","1.0640042122704","0.408002465706709"
"25/02/08","22.3111441851039","9.24299088540597","17.0601836814106","6.29105467511498","22.1317748356361","22.6162531995675","13.2531135232246","20.7641577707127","24.5203445449968","43.8945110069811","1.53130219237331","7.04802381500143","76.6341529825609","1.24831943505064","0.495846211958918"
"03/03/08","22.460911804903","9.78327823787671","17.6155515397166","7.2339759607013","23.8423536050735","24.1979625278438","13.8608276801317","17.8047179577452","23.7362250475302","44.96880237998","1.73695921931286","7.27311253622972","45.3131198569148","1.38149847330041","0.385834967690468"
"10/03/08","22.6644505822952","10.165749161242","17.9746502969546","8.12127651152372","25.0318338033797","25.420980351614","14.4768734800426","14.9633332364331","22.4405327563476","45.2612805616887","2.18719929336373","7.31082231353797","28.6399931424683","1.47231805916646","0.136245058820784"
"17/03/08","22.7855618786334","10.2334241935784","18.0702426357678","8.52258134537679","25.4233915733555","25.896317793519","14.7816909537748","13.4732565906536","21.4731898133845","45.0189694146357","2.52648068068756","7.24080732863464","23.6550495938623","1.50881422383164","0.0539498342433098"
"24/03/08","23.0594359032863","10.0234564003697","18.1157642890235","9.21303543920229","25.8496967849914","26.6355706182417","15.3822839984068","10.618674089003","19.0656801991596","43.5949172317223","3.39721524449969","6.92858937503669","18.0683736832872","1.5473839748203","-0.00707363880796724"
"31/03/08","23.2859991805984","9.6200354339561","18.0264323791266","9.61735275486451","25.8839286092223","27.0660717566204","15.8241800812258","8.81931452538723","17.1373284208917","41.7091122969346","4.13873170134301","6.57893412858966","16.1294295068749","1.53220515859332","-0.00603445194155366"
"07/04/08","23.619341187985","8.9030084373435","17.7310565660477","10.0023093495484","25.5873604922252","27.5496628322372","16.3972297899571","7.07639626904718","14.7924417384125","38.2796099154778","5.07174806979517","6.03131982580956","14.8044651610721","1.42690657849716","-0.00113818146411409"
"14/04/08","23.9077570501212","8.28763996667536","17.3639935623248","10.1841205030198","25.1221770418137","27.8459219385082","16.8075985075259","6.19147713408422","13.2724485895635","35.2294241744426","5.57161566740301","5.59967644866967","14.0254918399043","1.2682363086358","-0.000297602669258275"
"21/04/08","24.3614033442922","7.36051638086961","16.6708486945406","10.2657732998399","24.1386936790514","28.0905059005189","17.318585526625","5.29445128707126","11.4881538293256","30.8392513095135","5.71080158106854","5.0222799405514","11.4688007867628","0.95987606025508","0.000322536366992025"
"28/04/08","24.7542523013286","6.58285832757703","16.018953599084","10.1767841286506","23.1020639720463","28.1611947089285","17.6763237445046","4.69394853828188","10.2807321558513","27.5921816880378","5.41612000562511","4.59850891489221","9.03270049308177","0.710754683928789","0.0090262635234446"
"05/05/08","25.3333705475427","5.49906448447494","15.0273366310579","9.83588069502259","21.3676872273175","28.1934487630547","18.1352075139031","3.85036918597913","8.75563851553455","23.6757321388807","4.81136719448381","4.05907208851955","6.38986666012514","0.422840513293094","0.0155784019440844"
"12/05/08","25.7954221314191","4.70996612397862","14.2152598917447","9.4365837574559","19.9123669881754","28.2633236436047","18.4780542029687","3.16906753973107","7.64405713399166","21.1455745118217","4.41187920104642","3.68074089048652","5.01140264841942","0.256452451415216","0.0126353990255132"
"19/05/08","26.4315602957975","3.75300218376932","13.0617112984897","8.78497261749857","17.9926664234584","28.5550590815593","18.9483237623444","2.29051983414179","6.24871958224602","18.3030022281228","4.06100831342412","3.22128405981435","3.72167561586257","0.105762771096436","0.013187492718638"
"26/05/08","26.9162675767092","3.13810084287208","12.179160942735","8.2615036320079","16.7298688347141","28.9954443435124","19.3199966461004","1.73752188032044","5.3456801066331","16.5031944623556","3.91085503571316","2.92100915549193","2.94186965482154","0.0388656617913457","0.0052089087625084"
"02/06/08","27.5489964420611","2.4681819228445","11.0502303424092","7.57751686034043","15.452857885337","29.9202884271766","19.8425294492421","1.16361094595073","4.39477057762386","14.4475744427169","3.86425910757919","2.58027607676368","2.20168817672259","-0.00431001064793619","-0.0014927198526091"
"09/06/08","27.9924835600379","2.06307041487033","10.2862070603583","7.10275386446906","14.8699374803942","30.8775472292809","20.2525452555865","0.845181189648589","3.91179020506909","13.1110299827342","3.97191179450666","2.36958878291327","1.88988382342189","-0.0129393484900637","-0.000258787163480153"
"16/06/08","28.5136430485936","1.61735350535352","9.44162333373559","6.54684496991933","14.6165074997977","32.4773967883257","20.8162751986661","0.547834776867965","3.60789918431676","11.56225800623","4.30600339353932","2.15585473236445","1.63840634951859","-0.00709774204481063","-2.90910092417062e-05"
"23/06/08","28.7369072834427","1.42928384836023","9.11607425282234","6.30934995792707","14.703161454013","33.3822405394095","21.1008008643229","0.444604061665038","3.58477783102786","10.8856293263144","4.52378451411393","2.08097618728822","1.51120516762466","-0.00103429963843881","-2.09424008661056e-05"
"30/06/08","29.1052346649119","1.12676175777131","8.68729860299643","5.91692334236637","15.223826540849","35.2119340080928","21.6530948617778","0.312639520594202","3.64727327151085","9.74661930288728","4.94407492497846","1.9908776026046","1.21550267138142","0.0108587143797738","-0.000707641265117807"
"07/07/08","29.2502990054512","1.02157163999347","8.5862656691848","5.75720693784386","15.6219331756783","36.0526434029695","21.9134989665488","0.275995607308116","3.68163671622061","9.29252785306471","5.10211051914504","1.97415554731003","1.07104661424414","0.0155521826926699","-0.00105048633657692"
"14/07/08","29.4605318113924","0.942086660718946","8.59717729774892","5.49040839965071","16.6206718926564","37.4188705949467","22.3944183337251","0.235727560393298","3.71119429931725","8.62396231336862","5.24861952845282","1.99921710328049","0.884960931373023","0.0219695949194275","0.002103177385263"
"21/07/08","29.5242593671759","0.989001477507783","8.69484329770987","5.3738528580968","17.2049088583723","37.9183222080478","22.614936578095","0.220185010461269","3.72667040863655","8.40168669729647","5.26000242292696","2.04230203895107","0.852289739799479","0.02315137565574","0.00836967097523826"
"31/07/08","29.5620908360248","1.31095198526306","9.01743202852215","5.15293013861787","18.4745425392674","38.5168123130576","23.0094405392048","0.175536229592469","3.7947616879746","8.11546885976839","5.14798062926381","2.19100123777661","0.847506578382134","0.0201782093321271","0.0266377724444054"
"07/08/08","29.5515775353006","1.4464544489571","9.11463232021127","5.09767933974202","18.7972939174516","38.5773967832774","23.0960014363412","0.159629964811144","3.81808449077995","8.06249017100055","5.07370956068409","2.24110246790551","0.843196137721155","0.0182177376506586","0.0301158828058342"
"14/08/08","29.5064836153583","1.79291412771271","9.32328801647908","4.98610203935323","19.4335389298523","38.5934628764961","23.2525118378003","0.122946427138634","3.89045621886855","7.96789350822926","4.85970629761619","2.35713588612042","0.824817315446973","0.0128776625746361","0.0323164137463199"
"21/08/08","29.430518385851","2.24928026512586","9.55107400443154","4.87376709437054","20.0450198241024","38.4778458313676","23.385395426795","0.0831523231976556","4.03090952876335","7.88366428822609","4.56028756761882","2.49487294464777","0.798633086648092","0.00582058100724317","0.0246623160312617"
"28/08/08","29.3267965706181","2.82486224416879","9.7992607842098","4.76103893009788","20.6086086228852","38.2310936005202","23.4909434258788","0.0440365511816263","4.26744164232779","7.80673398416315","4.19708266111958","2.65300213116915","0.767905638002501","-0.00284891868677974","0.0104180036322877"
"04/09/08","29.2000793726697","3.52676646542251","10.0701549445971","4.64780613425626","21.0934224006304","37.8443603000959","23.563541547382","0.00912394582283679","4.61436339400298","7.73669770262897","3.81078243308078","2.82804921863584","0.732862604262392","-0.0131304507863773","5.59929111499514e-05"
"11/09/08","29.0547266096376","4.35429056081914","10.3639022959436","4.53337677632972","21.4806516529394","37.3149843459616","23.5985553809121","-0.0178343538317799","5.06157277853192","7.67263613940695","3.43146100237858","3.0137234940059","0.693040802044883","-0.0249744788972137","-0.00340592221090855"
