"temp_K","day"
302.25,2013-07-01
302.359985351562,2013-07-02
302.480010986328,2013-07-03
302.450012207031,2013-07-04
302.440002441406,2013-07-05
302.209991455078,2013-07-06
301.899993896484,2013-07-07
301.799987792969,2013-07-08
301.75,2013-07-09
301.649993896484,2013-07-10
301.820007324219,2013-07-11
301.809997558594,2013-07-12
301.670013427734,2013-07-13
301.910003662109,2013-07-14
302.130004882812,2013-07-15
302.179992675781,2013-07-16
301.619995117188,2013-07-17
301.720001220703,2013-07-18
301.700012207031,2013-07-19
301.809997558594,2013-07-20
301.899993896484,2013-07-21
301.940002441406,2013-07-22
302.040008544922,2013-07-23
302.100006103516,2013-07-24
302.100006103516,2013-07-25
302.140014648438,2013-07-26
302.209991455078,2013-07-27
302.029998779297,2013-07-28
302.239990234375,2013-07-29
302.369995117188,2013-07-30
302.309997558594,2013-07-31
303.040008544922,2013-08-01
303.119995117188,2013-08-02
303.109985351562,2013-08-03
303.040008544922,2013-08-04
302.970001220703,2013-08-05
303.290008544922,2013-08-06
303.290008544922,2013-08-07
303.200012207031,2013-08-08
303.079986572266,2013-08-09
303.019989013672,2013-08-10
303,2013-08-11
303.220001220703,2013-08-12
303.239990234375,2013-08-13
303.220001220703,2013-08-14
302.700012207031,2013-08-15
302.559997558594,2013-08-16
302.609985351562,2013-08-17
302.480010986328,2013-08-18
302.339996337891,2013-08-19
302.230010986328,2013-08-20
302.320007324219,2013-08-21
302.260009765625,2013-08-22
302.200012207031,2013-08-23
301.709991455078,2013-08-24
301.440002441406,2013-08-25
300.859985351562,2013-08-26
301.070007324219,2013-08-27
301.570007324219,2013-08-28
301.730010986328,2013-08-29
302.040008544922,2013-08-30
302.209991455078,2013-08-31
302.279998779297,2013-09-01
302.619995117188,2013-09-02
302.679992675781,2013-09-03
302.769989013672,2013-09-04
302.899993896484,2013-09-05
303,2013-09-06
302.910003662109,2013-09-07
302.049987792969,2013-09-08
301.899993896484,2013-09-09
301.940002441406,2013-09-10
302.100006103516,2013-09-11
302.119995117188,2013-09-12
302.119995117188,2013-09-13
302.209991455078,2013-09-14
302.190002441406,2013-09-15
302.260009765625,2013-09-16
302.299987792969,2013-09-17
302.130004882812,2013-09-18
301.970001220703,2013-09-19
302.140014648438,2013-09-20
302.179992675781,2013-09-21
301.769989013672,2013-09-22
301.390014648438,2013-09-23
301.390014648438,2013-09-24
301.779998779297,2013-09-25
301.769989013672,2013-09-26
301.790008544922,2013-09-27
301.739990234375,2013-09-28
301.820007324219,2013-09-29
301.850006103516,2013-09-30
302.589996337891,2013-10-01
302.649993896484,2013-10-02
302.109985351562,2013-10-03
302.079986572266,2013-10-04
301.859985351562,2013-10-05
301.359985351562,2013-10-06
301.559997558594,2013-10-07
301.369995117188,2013-10-08
301.220001220703,2013-10-09
301.25,2013-10-10
301.489990234375,2013-10-11
301.559997558594,2013-10-12
301.640014648438,2013-10-13
301.269989013672,2013-10-14
300.890014648438,2013-10-15
300.880004882812,2013-10-16
300.75,2013-10-17
300.559997558594,2013-10-18
300.5,2013-10-19
300.390014648438,2013-10-20
300.119995117188,2013-10-21
300.190002441406,2013-10-22
300.299987792969,2013-10-23
300.299987792969,2013-10-24
300.179992675781,2013-10-25
299.859985351562,2013-10-26
299.769989013672,2013-10-27
299.720001220703,2013-10-28
299.679992675781,2013-10-29
299.489990234375,2013-10-30
299.420013427734,2013-10-31
299.299987792969,2013-11-01
299.269989013672,2013-11-02
299.079986572266,2013-11-03
298.959991455078,2013-11-04
299.019989013672,2013-11-05
299.100006103516,2013-11-06
298.970001220703,2013-11-07
298.869995117188,2013-11-08
299.010009765625,2013-11-09
299.070007324219,2013-11-10
298.989990234375,2013-11-11
298.75,2013-11-12
298.529998779297,2013-11-13
298.209991455078,2013-11-14
297.820007324219,2013-11-15
297.829986572266,2013-11-16
297.790008544922,2013-11-17
297.779998779297,2013-11-18
297.410003662109,2013-11-19
297.630004882812,2013-11-20
297.959991455078,2013-11-21
298.019989013672,2013-11-22
297.989990234375,2013-11-23
297.910003662109,2013-11-24
297.760009765625,2013-11-25
297.940002441406,2013-11-26
297.670013427734,2013-11-27
296.910003662109,2013-11-28
296.779998779297,2013-11-29
296.75,2013-11-30
296.760009765625,2013-12-01
296.779998779297,2013-12-02
297.019989013672,2013-12-03
297.329986572266,2013-12-04
297.299987792969,2013-12-05
297.170013427734,2013-12-06
297.140014648438,2013-12-07
297.109985351562,2013-12-08
296.890014648438,2013-12-09
296.839996337891,2013-12-10
296.809997558594,2013-12-11
296.350006103516,2013-12-12
295.959991455078,2013-12-13
295.799987792969,2013-12-14
296.420013427734,2013-12-15
296.410003662109,2013-12-16
296.5,2013-12-17
296.540008544922,2013-12-18
296.690002441406,2013-12-19
296.790008544922,2013-12-20
297.380004882812,2013-12-21
297.329986572266,2013-12-22
297.019989013672,2013-12-23
296.970001220703,2013-12-24
296.859985351562,2013-12-25
296.640014648438,2013-12-26
296.350006103516,2013-12-27
296.890014648438,2013-12-28
296.769989013672,2013-12-29
296.369995117188,2013-12-30
295.850006103516,2013-12-31
