"temp_K","day"
295.559997558594,2012-01-01
295.980010986328,2012-01-02
296.140014648438,2012-01-03
296.040008544922,2012-01-04
295.970001220703,2012-01-05
296.040008544922,2012-01-06
296.339996337891,2012-01-07
296.369995117188,2012-01-08
296.290008544922,2012-01-09
296.299987792969,2012-01-10
296.329986572266,2012-01-11
296.399993896484,2012-01-12
296.179992675781,2012-01-13
296.200012207031,2012-01-14
296.029998779297,2012-01-15
296.119995117188,2012-01-16
296.420013427734,2012-01-17
296.359985351562,2012-01-18
296.260009765625,2012-01-19
296.260009765625,2012-01-20
296.470001220703,2012-01-21
296.929992675781,2012-01-22
296.920013427734,2012-01-23
297.059997558594,2012-01-24
296.529998779297,2012-01-25
296.179992675781,2012-01-26
295.940002441406,2012-01-27
295.869995117188,2012-01-28
295.690002441406,2012-01-29
295.739990234375,2012-01-30
295.660003662109,2012-01-31
295.540008544922,2012-02-01
295.700012207031,2012-02-02
295.579986572266,2012-02-03
295.549987792969,2012-02-04
295.700012207031,2012-02-05
295.619995117188,2012-02-06
295.440002441406,2012-02-07
295.399993896484,2012-02-08
295.329986572266,2012-02-09
294.959991455078,2012-02-10
295.029998779297,2012-02-11
294.929992675781,2012-02-12
294.769989013672,2012-02-13
294.929992675781,2012-02-14
294.790008544922,2012-02-15
294.769989013672,2012-02-16
294.5,2012-02-17
294.510009765625,2012-02-18
294.489990234375,2012-02-19
294.609985351562,2012-02-20
294.299987792969,2012-02-21
294.529998779297,2012-02-22
294.760009765625,2012-02-23
294.809997558594,2012-02-24
294.390014648438,2012-02-25
294.209991455078,2012-02-26
294.220001220703,2012-02-27
294.829986572266,2012-02-28
295.850006103516,2012-02-29
296.130004882812,2012-03-01
296.25,2012-03-02
296.029998779297,2012-03-03
295.739990234375,2012-03-04
295.890014648438,2012-03-05
295.950012207031,2012-03-06
295.989990234375,2012-03-07
296.220001220703,2012-03-08
296.570007324219,2012-03-09
296.649993896484,2012-03-10
296.899993896484,2012-03-11
297.200012207031,2012-03-12
297.410003662109,2012-03-13
297.5,2012-03-14
297.679992675781,2012-03-15
297.820007324219,2012-03-16
297.75,2012-03-17
297.929992675781,2012-03-18
297.790008544922,2012-03-19
297.649993896484,2012-03-20
297.450012207031,2012-03-21
297.170013427734,2012-03-22
297.279998779297,2012-03-23
297.160003662109,2012-03-24
297.149993896484,2012-03-25
297.140014648438,2012-03-26
297.209991455078,2012-03-27
297.410003662109,2012-03-28
297.720001220703,2012-03-29
297.489990234375,2012-03-30
297.579986572266,2012-03-31
297.760009765625,2012-04-01
297.940002441406,2012-04-02
297.649993896484,2012-04-03
297.510009765625,2012-04-04
297.299987792969,2012-04-05
297.450012207031,2012-04-06
297.299987792969,2012-04-07
297.170013427734,2012-04-08
297.459991455078,2012-04-09
297.5,2012-04-10
297.630004882812,2012-04-11
297.779998779297,2012-04-12
297.829986572266,2012-04-13
297.880004882812,2012-04-14
297.910003662109,2012-04-15
298.019989013672,2012-04-16
298.010009765625,2012-04-17
297.790008544922,2012-04-18
297.890014648438,2012-04-19
297.850006103516,2012-04-20
297.829986572266,2012-04-21
297.480010986328,2012-04-22
297.470001220703,2012-04-23
297.390014648438,2012-04-24
297.350006103516,2012-04-25
297.519989013672,2012-04-26
297.660003662109,2012-04-27
297.760009765625,2012-04-28
297.890014648438,2012-04-29
298.170013427734,2012-04-30
298.350006103516,2012-05-01
298.25,2012-05-02
298.869995117188,2012-05-03
299.730010986328,2012-05-04
300.140014648438,2012-05-05
300.200012207031,2012-05-06
300.730010986328,2012-05-07
301.079986572266,2012-05-08
300.820007324219,2012-05-09
300.519989013672,2012-05-10
300.299987792969,2012-05-11
299.730010986328,2012-05-12
298.890014648438,2012-05-13
299.079986572266,2012-05-14
299.160003662109,2012-05-15
299.109985351562,2012-05-16
299.160003662109,2012-05-17
299.209991455078,2012-05-18
299.260009765625,2012-05-19
299.359985351562,2012-05-20
299.329986572266,2012-05-21
299.359985351562,2012-05-22
299.359985351562,2012-05-23
299.5,2012-05-24
299.559997558594,2012-05-25
299.540008544922,2012-05-26
299.799987792969,2012-05-27
300.25,2012-05-28
300.220001220703,2012-05-29
300.269989013672,2012-05-30
300.359985351562,2012-05-31
300.769989013672,2012-06-01
300.869995117188,2012-06-02
300.940002441406,2012-06-03
300.880004882812,2012-06-04
301.200012207031,2012-06-05
300.869995117188,2012-06-06
300.959991455078,2012-06-07
300.920013427734,2012-06-08
300.899993896484,2012-06-09
300.190002441406,2012-06-10
300.25,2012-06-11
300.540008544922,2012-06-12
301.390014648438,2012-06-13
302,2012-06-14
301.890014648438,2012-06-15
301.269989013672,2012-06-16
301.029998779297,2012-06-17
300.869995117188,2012-06-18
300.630004882812,2012-06-19
300.660003662109,2012-06-20
300.760009765625,2012-06-21
300.839996337891,2012-06-22
300.799987792969,2012-06-23
301.279998779297,2012-06-24
301.320007324219,2012-06-25
301.480010986328,2012-06-26
301.829986572266,2012-06-27
302.070007324219,2012-06-28
302.160003662109,2012-06-29
301.980010986328,2012-06-30
