"var1","var2","season_var1","season_var2","corr_series","corr_series_p","corr_series_p_surrog","corr_splines","corr_resid","corr_resid_p","V1.tau","V2.tau","V3.tau","V4.tau","V5.tau","V6.tau","V7.tau","V8.tau","V9.tau","V10.tau","V11.tau","V12.tau","V13.tau","V14.tau","V15.tau","V16.tau","V17.tau","V18.tau","V19.tau","V20.tau","V21.tau","V22.tau","V23.tau","V24.tau","V25.tau","V26.tau","V27.tau","V28.tau","V29.tau","V30.tau","V31.tau","V32.tau","V33.tau","V34.tau","V35.tau","V36.tau","V37.tau","V38.tau","V39.tau","V40.tau","V41.tau","V42.tau","V43.tau","V44.tau","V45.tau","V46.tau","V47.tau","V48.tau","V49.tau","V50.tau","V51.tau","V52.tau","V53.tau","V54.tau","V55.tau","V56.tau","V57.tau","V58.tau","V59.tau","V60.tau","V61.tau","V62.tau","V63.tau","V64.tau","V65.tau","V66.tau","V67.tau","V68.tau","V69.tau","V70.tau","V71.tau","V72.tau","V73.tau","V74.tau","V75.tau","V76.tau","V77.tau","V78.tau","V79.tau","V80.tau","V81.tau","V82.tau","V83.tau","V84.tau","V85.tau","V86.tau","V87.tau","V88.tau","V89.tau","V90.tau","V91.tau","V92.tau","V93.tau","V94.tau","V95.tau","V96.tau","V97.tau","V98.tau","V99.tau","V100.tau","V101.tau","V102.tau","V103.tau","V104.tau","V105.tau","V106.tau","V107.tau","V108.tau","V109.tau","V110.tau","V111.tau","V112.tau","V113.tau","V114.tau","V115.tau","V116.tau","V117.tau","V118.tau","V119.tau","V120.tau","V121.tau","V122.tau","V123.tau","V124.tau","V125.tau","V126.tau","V127.tau","V128.tau","V129.tau","V130.tau","V131.tau","V132.tau","V133.tau","V134.tau","V135.tau","V136.tau","V137.tau","V138.tau","V139.tau","V140.tau","V141.tau","V142.tau","V143.tau","V144.tau","V145.tau","V146.tau","V147.tau","V148.tau","V149.tau","V150.tau","V151.tau","V152.tau","V153.tau","V154.tau","V155.tau","V156.tau","V157.tau","V158.tau","V159.tau","V160.tau","V161.tau","V162.tau","V163.tau","V164.tau","V165.tau","V166.tau","V167.tau","V168.tau","V169.tau","V170.tau","V171.tau","V172.tau","V173.tau","V174.tau","V175.tau","V176.tau","V177.tau","V178.tau","V179.tau","V180.tau","V181.tau","V182.tau","V183.tau","V184.tau","V185.tau","V186.tau","V187.tau","V188.tau","V189.tau","V190.tau","V191.tau","V192.tau","V193.tau","V194.tau","V195.tau","V196.tau","V197.tau","V198.tau","V199.tau","V200.tau","V201.tau","V202.tau","V203.tau","V204.tau","V205.tau","V206.tau","V207.tau","V208.tau","V209.tau","V210.tau","V211.tau","V212.tau","V213.tau","V214.tau","V215.tau","V216.tau","V217.tau","V218.tau","V219.tau","V220.tau","V221.tau","V222.tau","V223.tau","V224.tau","V225.tau","V226.tau","V227.tau","V228.tau","V229.tau","V230.tau","V231.tau","V232.tau","V233.tau","V234.tau","V235.tau","V236.tau","V237.tau","V238.tau","V239.tau","V240.tau","V241.tau","V242.tau","V243.tau","V244.tau","V245.tau","V246.tau","V247.tau","V248.tau","V249.tau","V250.tau","V251.tau","V252.tau","V253.tau","V254.tau","V255.tau","V256.tau","V257.tau","V258.tau","V259.tau","V260.tau","V261.tau","V262.tau","V263.tau","V264.tau","V265.tau","V266.tau","V267.tau","V268.tau","V269.tau","V270.tau","V271.tau","V272.tau","V273.tau","V274.tau","V275.tau","V276.tau","V277.tau","V278.tau","V279.tau","V280.tau","V281.tau","V282.tau","V283.tau","V284.tau","V285.tau","V286.tau","V287.tau","V288.tau","V289.tau","V290.tau","V291.tau","V292.tau","V293.tau","V294.tau","V295.tau","V296.tau","V297.tau","V298.tau","V299.tau","V300.tau","V301.tau","V302.tau","V303.tau","V304.tau","V305.tau","V306.tau","V307.tau","V308.tau","V309.tau","V310.tau","V311.tau","V312.tau","V313.tau","V314.tau","V315.tau","V316.tau","V317.tau","V318.tau","V319.tau","V320.tau","V321.tau","V322.tau","V323.tau","V324.tau","V325.tau","V326.tau","V327.tau","V328.tau","V329.tau","V330.tau","V331.tau","V332.tau","V333.tau","V334.tau","V335.tau","V336.tau","V337.tau","V338.tau","V339.tau","V340.tau","V341.tau","V342.tau","V343.tau","V344.tau","V345.tau","V346.tau","V347.tau","V348.tau","V349.tau","V350.tau","V351.tau","V352.tau","V353.tau","V354.tau","V355.tau","V356.tau","V357.tau","V358.tau","V359.tau","V360.tau","V361.tau","V362.tau","V363.tau","V364.tau","V365.tau","V366.tau","V367.tau","V368.tau","V369.tau","V370.tau","V371.tau","V372.tau","V373.tau","V374.tau","V375.tau","V376.tau","V377.tau","V378.tau","V379.tau","V380.tau","V381.tau","V382.tau","V383.tau","V384.tau","V385.tau","V386.tau","V387.tau","V388.tau","V389.tau","V390.tau","V391.tau","V392.tau","V393.tau","V394.tau","V395.tau","V396.tau","V397.tau","V398.tau","V399.tau","V400.tau","V401.tau","V402.tau","V403.tau","V404.tau","V405.tau","V406.tau","V407.tau","V408.tau","V409.tau","V410.tau","V411.tau","V412.tau","V413.tau","V414.tau","V415.tau","V416.tau","V417.tau","V418.tau","V419.tau","V420.tau","V421.tau","V422.tau","V423.tau","V424.tau","V425.tau","V426.tau","V427.tau","V428.tau","V429.tau","V430.tau","V431.tau","V432.tau","V433.tau","V434.tau","V435.tau","V436.tau","V437.tau","V438.tau","V439.tau","V440.tau","V441.tau","V442.tau","V443.tau","V444.tau","V445.tau","V446.tau","V447.tau","V448.tau","V449.tau","V450.tau","V451.tau","V452.tau","V453.tau","V454.tau","V455.tau","V456.tau","V457.tau","V458.tau","V459.tau","V460.tau","V461.tau","V462.tau","V463.tau","V464.tau","V465.tau","V466.tau","V467.tau","V468.tau","V469.tau","V470.tau","V471.tau","V472.tau","V473.tau","V474.tau","V475.tau","V476.tau","V477.tau","V478.tau","V479.tau","V480.tau","V481.tau","V482.tau","V483.tau","V484.tau","V485.tau","V486.tau","V487.tau","V488.tau","V489.tau","V490.tau","V491.tau","V492.tau","V493.tau","V494.tau","V495.tau","V496.tau","V497.tau","V498.tau","V499.tau","V500.tau"
"sst","G_menardii",0.97016,0.49033,-0.20223,0.00024,"signif",-0.17675,-0.01926,0.72381,-0.08239,-0.12281,-0.02786,-0.09236,-0.04248,-0.05315,-0.13123,-0.14809,-0.08411,-0.01342,-0.09271,-0.04231,-0.06192,-0.01754,-0.13192,-0.0817,-0.14861,-0.08273,-0.1204,-0.04059,-0.0989,-0.0958,-0.08015,-0.06811,0.07224,-0.10114,-0.08944,-0.15669,-0.1603,-0.17939,-0.11593,-0.15325,0.0393,-0.0903,-0.13467,-0.00292,-0.07155,-0.016,-0.17733,-0.1775,-0.08548,-0.05177,-0.10956,-0.02804,-0.07362,-0.07964,-0.11954,-0.12453,-0.13777,-0.11369,-0.13502,-0.05556,-0.12728,-0.15927,-0.1149,-0.11438,-0.0528,-0.15273,-0.09047,-0.09821,-0.09357,-0.05057,-0.03973,-0.00447,-0.03543,-0.12986,-0.0012,-0.10131,-0.13003,-0.13313,0,-0.04799,-0.13467,-0.09632,-0.07895,-0.10664,-0.03371,-0.09408,0.00585,-0.02804,-0.12865,-0.14585,-0.07723,-0.11748,-0.07465,-0.129,-0.10784,-0.10062,-0.11765,-0.04489,-0.02167,-0.06742,-0.15652,-0.09357,-0.06794,-0.06261,-0.06605,-0.07998,-0.04266,-0.11558,-0.06777,-0.07826,-0.08308,-0.05968,-0.22532,-0.1087,-0.03388,-0.12195,-0.07516,-0.09168,-0.09443,0.02786,-0.05022,-0.12212,-0.14001,-0.07568,-0.07396,-0.06897,-0.15807,-0.05487,-0.0786,-0.04008,-0.14517,-0.09615,-0.11369,0.05263,-0.02494,-0.1388,-0.10888,-0.02614,-0.04592,-0.0473,-0.10853,-0.05022,-0.09735,-0.10303,-0.06149,-0.05246,0.01565,-0.12169,-0.08892,-0.02116,-0.03629,-0.06674,-0.02907,-0.0571,-0.0786,-0.15927,-0.03818,-0.10165,-0.0504,-0.07792,-0.02167,-0.01944,-0.01668,-0.12229,-0.11868,-0.01256,-0.05728,-0.05091,-0.00482,-0.09907,-0.11266,-0.04782,-0.04352,-0.14087,-0.11077,-0.12212,-0.08617,-0.13158,-0.07654,-0.06708,-0.09494,-0.11197,-0.12401,-0.05298,-0.11696,0.01204,-0.09907,-0.18576,-0.05384,0.04764,-0.0688,-0.016,0.00912,-0.10802,-0.04627,-0.06158,-0.0528,-0.02838,-0.10664,-0.06295,-0.09684,-0.15944,-0.02133,-0.11885,-0.10974,0.01307,-0.10148,-0.06828,-0.04145,-0.10148,-0.12057,-0.02769,-0.01961,-0.04283,-0.04988,-0.12178,-0.0633,-0.0743,-0.10716,-0.02614,-0.10406,-0.07121,-0.02116,-0.12281,-0.12797,-0.06897,-0.08617,0.00585,-0.08772,-0.09718,-0.08652,-0.12246,-0.03285,-0.14671,-0.1247,-0.10716,-0.00877,-0.04816,-0.00877,-0.1087,-0.11455,-0.07258,-0.07895,-0.08067,0.01875,-0.08376,-0.02236,-0.06398,-0.07121,-0.06966,0.00808,-0.12659,-0.0602,-0.0934,-0.0547,-0.06691,-0.04627,-0.02219,-0.01686,-0.17905,-0.07654,-0.03234,-0.09924,-0.01892,-0.11232,-0.13605,-0.05143,-0.13003,-0.043,-0.12573,-0.00533,-0.07706,-0.07207,-0.17441,-0.03732,-0.1118,-0.07155,-0.05814,-0.07792,-0.10165,-0.07757,-0.08703,-0.12848,-0.15635,-0.07482,-0.0872,-0.03904,-0.06502,-0.06484,-0.06983,-0.13123,-0.0289,-0.09787,-0.06398,-0.03887,-0.04988,-0.13485,-0.02408,-0.14069,-0.15858,-0.08738,-0.06897,-0.0633,-0.12917,-0.05951,-0.08428,-0.03904,-0.0602,-0.11111,-0.11885,-0.03492,-0.05521,-0.04197,-0.06003,-0.08101,-0.12779,-0.01686,-0.08841,-0.11971,-0.07929,-0.02236,0.01995,-0.02821,-0.09254,-0.08652,-0.04919,-0.02976,-0.0356,-0.08428,-0.18679,-0.12693,-0.17303,-0.08789,-0.05504,-0.06123,0,0.01634,-0.19505,-0.10028,-0.11937,0.04266,-0.11008,-0.08738,-0.13657,-0.09787,-0.17131,-0.11662,-0.0184,-0.01101,-0.09322,-0.12693,-0.11808,-0.15015,-0.13192,-0.15033,-0.14362,0.01066,-0.07104,-0.03578,-0.06708,-0.0989,-0.12418,-0.05624,0.06192,-0.04145,-0.11232,-0.0086,-0.07344,-0.06742,-0.01737,-0.11025,-0.03113,-0.01548,-0.06691,-0.11249,-0.06828,-0.05745,-0.11524,-0.01066,-0.03922,-0.03139,-0.09185,-0.08875,-0.09512,0.03578,-0.00963,-0.07585,-0.11386,-0.0977,-0.11128,-0.12436,-0.07912,-0.14671,-0.05986,-0.14912,-0.04162,-0.02408,-0.02047,-0.13863,-0.02683,-0.06794,-0.12659,-0.09099,-0.14035,-0.13485,-0.0559,-0.13519,-0.06691,-0.07448,-0.10922,-0.09013,-0.04936,-0.09254,-0.02374,-0.0184,-0.10733,-0.06863,-0.11077,-0.0829,-0.14981,-0.03268,-0.13588,-0.06398,-0.09271,-0.06605,-0.09804,-0.09598,-0.01032,-0.12831,-0.0848,-0.14155,-0.04386,-0.04644,-0.09598,-0.03939,-0.07465,-0.09357,-0.07207,-0.11077,-0.08927,-0.156,-0.0817,-0.14912,-0.11283,-0.08652,-0.00482,-0.07396,-0.06811,-0.07981,-0.02632,-0.1087,-0.06278,-0.15927,-0.00086,-0.04266,-0.05968,-0.12745,-0.09563,-0.07757,-0.00413,-0.06244,-0.01651,-0.09838,-0.04489,-0.09305,-0.04506,-0.1106,-0.10217,-0.16873,-0.01324,-0.04764,0.0043,-0.05401,-0.04145,-0.06364,-0.0313,-0.09322,-0.02907,-0.07878,-0.12436,-0.12453,-0.0829,-0.07878,0.00069,-0.02374,-0.11593,-0.0805,-0.05315,-0.01668,-0.08187,-0.0074,-0.08738,0.00327,-0.15721,-0.05745,-0.04696,-0.16219,-0.05676,0.01548,-0.0313,-0.10612,-0.05384,-0.11576,-0.04936,-0.06132,-0.09512,-0.0786,-0.07448
"sst","G_siphonifera",0.97016,0.06633,-0.00553,0.91956,"non",0.27869,0.04696,0.38904,-0.01376,0.03853,0.05521,0.03457,0.00722,0.00774,-0.00912,-0.01944,0.08978,-0.05074,-0.06854,-0.07018,0.00189,0.02958,0.02356,-0.04902,0.129,0.01617,0.05573,-0.05143,0.05315,-0.03612,-0.0055,-0.00241,-0.04524,-0.01961,0.016,0.08892,0.00344,-0.01101,0.00069,-0.0743,0.08523,0.0399,-0.0504,-0.02528,0.0012,0.07138,-0.07276,0.00413,0.09856,0.01204,-0.1044,0.03423,-0.01393,0.01531,-0.05177,-0.00808,0.08153,-0.04248,0.03595,-0.05143,-0.00602,0.02804,-0.0332,-0.08015,-0.04455,-0.03681,0.03406,0.01565,0.00998,-0.06244,0.01875,-0.05332,0.10939,-0.06914,0.04111,0.04816,-0.15893,-0.00138,-0.03612,-0.03113,0.07981,-0.12917,0.15403,0.01496,0.08101,0.15359,0.03062,0.04644,-0.00912,0.13192,0.05504,-0.03182,-0.03474,-0.00378,-0.03801,0.02064,0.13192,-0.09236,0.10784,-0.04524,0.06089,0.0559,-0.00344,0.0172,0.00688,0.0215,-0.04661,-0.05332,0.07258,-0.02322,-0.00568,-0.09064,-0.05401,-0.04971,-0.04747,0.02769,0.06433,0.08548,-0.04954,-0.10458,0.0055,0.00361,0.0215,0.00568,-0.06691,0.05642,-0.07688,0,-0.0332,0.06398,-0.05728,0.00602,-0.05917,-0.04885,0.05126,-0.04592,0.01892,0.00482,-0.00482,0.03165,-0.01789,-0.02614,0.10853,-0.04919,0.01875,0.10062,-0.03337,-0.04386,0.07637,-0.10974,0.04059,-0.10492,0.01806,-0.04076,-0.03853,0.05986,-0.08634,0.00275,0.00619,0.01393,-0.01135,0.07516,0.06089,0.15583,-0.00361,-0.05796,-0.01032,-0.03457,-0.06226,0.01668,-0.00172,0.059,0.12246,-0.04042,-0.01754,-0.02941,0.12659,0.03612,0.0246,-0.01995,0.01066,0.04592,-0.03423,-0.00619,-0.07981,-0.0399,-0.02167,-0.08514,0.00413,0.06502,-0.01445,0.06416,0.02202,0.01152,-0.04059,0.04334,-0.01582,-0.01015,-0.04283,0.0633,-0.03302,0.0934,0.06674,-0.02322,0.0344,0.00929,-0.00568,0.05762,0.00929,0.0043,-0.06828,0.15153,0.027,0.02477,0.03664,-0.0614,0.01256,0.01066,-0.03492,-0.01531,-0.03354,-0.02081,0.04661,-0.02718,0.07241,0.04799,0.07018,0.00017,-0.00602,0.13915,0.07929,-0.0203,-0.04747,-0.05108,-0.02769,-0.00482,0.01823,-0.05126,-0.0313,-0.01324,0.0676,0.04059,0.08772,0.05194,-0.04541,0.03612,0.02855,0.02047,0.06794,-0.03182,-0.02993,0.03578,-0.059,0.01582,0.03973,-0.00206,0.00619,0.04025,-0.11524,0.11593,0.03182,0.05366,0.01582,-0.0356,-0.03629,0.01892,-0.11455,-0.01909,0.10372,-0.00138,-0.04352,-0.00155,-0.00327,0.00757,0.01479,0.1173,-0.00722,-0.00998,0.02769,0.02993,0.00103,0.04145,0.07035,0.04747,-0.03062,0.10578,-0.01307,-0.01823,0.00034,0.00396,-0.01359,0.05022,0.10526,0.08428,0.02288,-0.03732,0.03199,0.03302,0.04524,-0.01221,0.01428,0.01531,0.0301,0.05315,-0.08445,0.01514,-0.05143,-0.02425,-0.01995,0.0227,0.09907,-0.02098,-0.01428,-0.01049,-0.0504,-0.05607,0.06278,0.02477,-0.09047,0.07293,0.10767,0.06708,0.00533,0.00155,-0.02632,0.05728,-0.00929,-0.03836,0.0141,-0.04369,-0.0817,-0.04558,0.0055,0.02735,-0.07104,-0.11249,0.01084,-0.0442,-0.0184,-0.03423,0.00516,-0.01703,-0.02597,-0.07792,-0.01926,-0.05349,-0.00602,0.02821,-0.03234,0.00585,0.00636,-0.00774,0.01496,0.00877,0.10406,0.01565,0.09082,0.04799,0.06244,-0.10389,0.01995,0.03578,-0.05796,-0.05057,-0.03578,-0.03543,0.0215,-0.0743,0.01531,-0.00292,0.12848,0.03165,0.03853,-0.04902,0.01634,0.10303,-0.02855,-0.07895,0.00757,0.01634,0.08342,0.01204,0.06691,0.08652,-0.10389,-0.09013,-0.07155,-0.0043,-0.03216,0.13175,-0.03698,-0.00671,0.01032,-0.04816,0.06914,0.04696,0.02632,0.0676,0.01359,0.03216,0.03509,0.01823,0.02305,0.06192,0.03767,-0.08325,0.04334,0.05366,0.04558,-0.0958,-0.04386,0.10475,0.06261,0.00499,0.06278,0.05831,-0.01686,0.05607,-0.13433,0.01479,0.06742,-0.06983,0.0055,-0.01926,0.03509,-0.05315,-0.0645,0.05108,-0.01049,-0.03302,0.03681,-0.04954,0.07104,-0.01651,-0.05659,0.05573,0.05057,0.00378,-0.13106,-0.02666,-0.04902,0.02219,-0.0203,-0.00292,0.00757,0.04506,0.03715,-0.03165,-0.00568,0.0117,-0.07706,-0.12212,0.09391,-0.01875,0.10647,-0.00636,0.10492,0.09959,-0.09219,0.02821,0.03285,-0.06295,-0.06708,0.03939,0.07792,-0.1032,0.0074,0.02546,0.05728,-0.04334,0.04317,-0.02167,-0.00447,0.01617,-0.0762,0.02632,-0.0399,-0.03646,0.02442,0.01101,-0.01634,0.11765,-0.05745,-0.01376,-0.05022,0.12711,-0.05177,0.13949,-0.01772,0.02477,0.10509,-0.05091,0.00722,-0.02408,0.02425,-0.01462,-0.0227,0.05384,0.05401,-0.01531,-0.08325,-0.01789,0.05745,0.00413,0.03096,-0.01806,-0.01737,-0.01995
"sst","O_universa",0.97016,0.43795,0.22733,4e-05,"signif",0.33069,0.09263,0.08931,0.04214,0.16305,0.14224,0.03767,0.13175,0.17372,0.22446,0.14878,0.10647,0.04317,0.14345,0.12453,0.11627,0.09064,0.06639,-0.0203,0.17991,0.20124,0.09907,0.17888,0.17527,0.09942,0.05401,0.07774,0.21087,0.17303,0.10337,0.1517,0.12092,0.10802,0.07826,0.11558,0.12848,0.06777,0.14465,0.14276,0.09254,0.15153,0.13072,0.22738,0.11214,0.15592,0.11025,0.08961,0.15635,0.1259,0.05349,0.14603,0.10131,0.14293,0.01668,0.11748,0.15807,0.09856,0.10251,0.10888,0.10045,0.12436,0.10991,0.15514,0.172,0.23959,0.07534,0.17079,0.15858,0.11077,0.09082,0.10406,0.19728,0.20485,0.17957,0.23763,0.11627,0.13743,0.10836,0.15291,0.16563,0.13743,0.1149,0.08789,0.10956,0.0829,0.12865,0.09546,0.0547,0.14362,0.02683,0.15961,0.08652,0.05057,0.12023,0.07671,0.05882,0.0645,0.10905,0.09787,0.09443,0.05934,0.16563,0.15153,0.14568,0.14775,0.13897,0.14173,0.09529,0.09494,0.08325,0.09873,0.22188,0.11713,0.1032,0.13227,0.06175,0.25851,0.12951,0.17355,0.07035,0.11627,0.03268,0.086,0.20175,0.14517,0.17939,0.21913,0.11386,0.17286,0.08032,0.19247,0.16065,0.14843,0.08824,0.20227,0.09666,0.18507,0.08359,0.14293,0.12229,0.15084,0.09426,0.16684,0.09563,0.11593,0.09305,0.18799,0.14465,0.1413,0.11111,0.15893,0.21207,0.10337,0.0762,0.10079,0.1235,0.13433,0.12178,0.18404,0.0829,0.0805,0.02374,0.06089,0.11335,0.05177,0.12178,0.11025,0.0829,0.10492,0.14388,0.19591,0.15394,0.12779,0.11128,0.1775,0.23065,0.17234,0.113,0.20382,0.18971,0.13485,0.14138,0.05796,0.26883,0.1376,0.08652,0.1302,0.12401,0.13674,0.16237,0.12556,0.10165,0.18352,0.12728,0.1044,0.11128,0.14706,0.13536,0.07912,0.14018,0.09907,0.13811,0.09942,0.14826,0.19711,0.10578,0.14603,0.16632,0.17458,0.17423,0.20949,0.15738,0.15514,0.1376,0.08101,0.14534,0.16082,0.15772,0.12453,-0.00361,0.14998,0.06553,0.16288,0.06863,0.18404,0.14276,0.05538,0.13364,0.11369,0.06416,0.1732,0.10819,0.18782,0.11937,0.14912,0.17406,0.11232,0.11524,0.13829,0.13708,0.16374,0.1591,0.14104,0.13519,0.10681,0.15549,0.15136,0.14413,0.11885,0.13966,0.24544,0.12418,0.10303,0.16907,0.23237,0.09374,0.07602,0.03664,0.17441,0.13313,0.11558,0.0485,0.07826,0.0743,0.15583,0.14585,0.08204,0.15067,0.12367,0.11128,0.08445,0.06588,0.08669,0.10888,0.14792,0.14947,0.16821,0.19161,0.10578,0.1763,0.18094,0.04008,0.1173,0.09735,0.11541,0.13381,0.06433,0.05263,0.14052,0.15463,0.13588,0.12436,0.094,0.16391,0.06846,0.14224,0.05384,0.06794,0.13123,0.09546,0.15617,0.16443,0.16426,0.11558,0.03612,0.20485,0.17131,0.12384,0.12074,0.13158,0.0958,0.02855,0.19006,0.10991,0.20709,0.07706,0.10897,0.10217,0.16753,0.15067,0.15033,0.09684,0.16581,0.21844,0.12728,0.13106,0.13536,0.12109,0.12109,0.12728,0.18025,0.16288,0.16821,0.07585,0.13897,0.11713,0.12521,0.1173,0.06708,0.15979,0.15652,0.1235,0.12848,0.13416,0.16047,0.11524,0.15256,0.1173,0.06588,0.08342,0.14413,0.16013,0.18043,0.11868,0.1173,0.1646,0.21139,0.0977,0.11455,0.17286,0.17922,0.0977,0.1947,0.08634,0.08617,0.16168,0.07585,0.05934,0.17664,0.02752,0.15445,0.14345,0.09064,0.06983,0.13313,0.05986,0.1063,0.12865,0.12831,0.17355,0.13347,0.08101,0.19952,0.13725,0.113,0.10423,0.08789,0.09443,0.19763,0.17011,0.07499,0.1173,0.18731,0.17853,0.11077,0.09718,0.19453,0.15927,0.14121,0.18283,0.20691,0.15325,0.14843,0.11197,0.21121,0.13519,0.09254,0.10268,0.14001,0.18817,0.12178,0.11042,0.17853,0.12573,0.09804,0.12797,0.09752,0.07035,0.0934,0.18043,0.17079,0.06691,0.12951,0.15617,0.10836,0.01118,0.12315,0.13227,0.09993,0.17544,0.20967,0.0915,0.15721,0.15377,0.10062,0.09082,0.22308,0.13485,0.09443,0.18129,0.14681,0.21448,0.12006,0.14465,0.14671,0.06622,0.113,0.11197,0.0676,0.11197,0.16632,0.04231,0.10131,0.14861,0.05246,0.08084,0.08153,0.14018,0.20433,0.10131,0.15566,0.20984,0.07774,0.16409,0.22119,0.13089,0.05762,0.08342,0.07,0.12212,0.14087,0.11386,0.16443,0.02098,0.17681,0.13691,0.10836,0.03234,0.18713,0.14224,0.22429,0.12281,0.12418,0.13708,0.23168,0.11558,0.07396,0.03939,0.15101,0.19677,0.09873,0.13846,0.10182,0.11541,0.11541,0.13106,0.11318,0.16753,0.1044,0.11902,0.07671,0.03664,0.08239
"sst","G_sacculifer",0.97016,0.27934,0.16184,0.00312,"non",0.55368,0.05719,0.29414,0.26402,0.27159,0.16357,0.2322,0.28947,0.24613,0.21792,0.2279,0.29601,0.24045,0.25421,0.20554,0.27709,0.24716,0.24751,0.20709,0.20846,0.21018,0.27141,0.23598,0.30478,0.1302,0.28397,0.28191,0.20261,0.23667,0.15411,0.27004,0.28775,0.23306,0.20261,0.20863,0.17767,0.1904,0.13227,0.25507,0.24011,0.22755,0.19126,0.31923,0.06398,0.22343,0.24183,0.22411,0.23271,0.18197,0.09847,0.25267,0.19745,0.30633,0.32078,0.21586,0.17337,0.22824,0.21792,0.28724,0.14964,0.16959,0.18645,0.21947,0.30753,0.26711,0.16856,0.21311,0.31854,0.26023,0.17458,0.20881,0.13571,0.32095,0.19057,0.20485,0.17165,0.17595,0.18731,0.11472,0.17922,0.21947,0.24768,0.30908,0.25748,0.27537,0.21379,0.18834,0.16718,0.18077,0.22996,0.16237,0.05074,0.26883,0.2162,0.21792,0.28517,0.25869,0.15824,0.15549,0.25989,0.199,0.17664,0.1333,0.2967,0.19161,0.26144,0.23719,0.24905,0.25404,0.27417,0.21551,0.26058,0.24837,0.18249,0.24389,0.2924,0.16873,0.15531,0.21947,0.12436,0.31699,0.21259,0.21861,0.23701,0.29945,0.28586,0.2365,0.24527,0.21792,0.13278,0.17836,0.23615,0.18301,0.27055,0.24561,0.20433,0.1947,0.30788,0.22927,0.20588,0.21775,0.25456,0.32731,0.19591,0.30943,0.22102,0.20795,0.30272,0.22188,0.24372,0.17578,0.16185,0.23151,0.23065,0.22566,0.27881,0.26539,0.25146,0.17492,0.30375,0.12573,0.23908,0.25645,0.24596,0.26058,0.16374,0.23719,0.2709,0.18301,0.18352,0.24905,0.18834,0.33161,0.29928,0.21844,0.15927,0.27485,0.22824,0.23959,0.25576,0.2924,0.26797,0.26591,0.11971,0.25112,0.22188,0.0934,0.23461,0.26127,0.22532,0.24991,0.22635,0.21121,0.2408,0.21517,0.24888,0.24716,0.22635,0.26385,0.24819,0.2162,0.21878,0.19728,0.24613,0.20898,0.2537,0.27055,0.21053,0.16323,0.22257,0.16873,0.21483,0.21483,0.21655,0.16116,0.24407,0.17853,0.24441,0.17647,0.28586,0.23822,0.20485,0.20554,0.20072,0.21242,0.13708,0.22222,0.18989,0.18576,0.15325,0.26316,0.29274,0.23873,0.2365,0.19711,0.31734,0.21964,0.23564,0.21121,0.26453,0.25387,0.26281,0.24097,0.27795,0.22067,0.22463,0.16959,0.15291,0.26815,0.25662,0.27331,0.10698,0.22085,0.26815,0.22893,0.29446,0.21861,0.24561,0.23512,0.08806,0.24011,0.21517,0.30014,0.08273,0.1216,0.18335,0.18094,0.10853,0.28242,0.31562,0.18541,0.23564,0.15669,0.1732,0.28087,0.13244,0.19453,0.21792,0.2549,0.18954,0.33282,0.17699,0.22377,0.24716,0.21999,0.26178,0.29223,0.24389,0.16667,0.27743,0.21414,0.20244,0.28139,0.20588,0.20124,0.19143,0.14757,0.21878,0.21379,0.2635,0.15291,0.28861,0.29601,0.2107,0.16632,0.19728,0.24665,0.26281,0.19505,0.34813,0.26281,0.27331,0.28775,0.20193,0.20709,0.18094,0.16185,0.20967,0.21603,0.21947,0.32542,0.27623,0.26281,0.21672,0.20451,0.19436,0.17888,0.22411,0.20932,0.25318,0.13811,0.22996,0.26144,0.25903,0.14585,0.33419,0.20932,0.21517,0.26006,0.21809,0.30169,0.20743,0.20072,0.23065,0.24888,0.19212,0.17733,0.22291,0.26883,0.21448,0.24131,0.31906,0.20623,0.16237,0.17733,0.29102,0.2076,0.19212,0.18679,0.11593,0.14396,0.20107,0.24131,0.24957,0.25095,0.24802,0.22171,0.24252,0.25404,0.24149,0.21465,0.16047,0.12797,0.27004,0.23615,0.22067,0.22721,0.23203,0.25869,0.17183,0.1063,0.31734,0.19573,0.13949,0.22274,0.23633,0.21156,0.2752,0.16942,0.25525,0.17767,0.23529,0.30667,0.14689,0.15239,0.30323,0.1634,0.30736,0.2248,0.26367,0.21483,0.15377,0.30065,0.23409,0.1462,0.23701,0.17544,0.17337,0.26264,0.22153,0.23031,0.20502,0.22033,0.2322,0.31304,0.16477,0.23805,0.08927,0.21913,0.11335,0.23512,0.12865,0.23839,0.25662,0.29033,0.32697,0.12229,0.25232,0.17337,0.15772,0.14207,0.2193,0.17957,0.22601,0.22308,0.15583,0.23805,0.25267,0.27124,0.26935,0.1161,0.24665,0.24544,0.25765,0.22824,0.24338,0.24665,0.26677,0.23031,0.28861,0.16013,0.2107,0.24269,0.1235,0.21981,0.19573,0.12195,0.26419,0.16219,0.21139,0.16288,0.12384,0.19298,0.19625,0.24458,0.18954,0.26815,0.17337,0.29223,0.16718,0.24665,0.18971,0.23443,0.28569,0.27778,0.28483,0.21242,0.24527,0.18954,0.17991,0.21775,0.31545,0.2107,0.1192,0.23547,0.25473,0.2623,0.17922,0.26402,0.22394,0.23873,0.25525,0.16409,0.26385,0.17372,0.20949,0.25662,0.17028,0.25731,0.16185,0.27795,0.18765,0.30461
