"var1","var2","season_var1","season_var2","corr_series","corr_series_p","corr_series_p_surrog","corr_splines","corr_splines_p","corr_resid","corr_resid_p","prop_above_0","V1.tau","V2.tau","V3.tau","V4.tau","V5.tau","V6.tau","V7.tau","V8.tau","V9.tau","V10.tau","V11.tau","V12.tau","V13.tau","V14.tau","V15.tau","V16.tau","V17.tau","V18.tau","V19.tau","V20.tau","V21.tau","V22.tau","V23.tau","V24.tau","V25.tau","V26.tau","V27.tau","V28.tau","V29.tau","V30.tau","V31.tau","V32.tau","V33.tau","V34.tau","V35.tau","V36.tau","V37.tau","V38.tau","V39.tau","V40.tau","V41.tau","V42.tau","V43.tau","V44.tau","V45.tau","V46.tau","V47.tau","V48.tau","V49.tau","V50.tau","V51.tau","V52.tau","V53.tau","V54.tau","V55.tau","V56.tau","V57.tau","V58.tau","V59.tau","V60.tau","V61.tau","V62.tau","V63.tau","V64.tau","V65.tau","V66.tau","V67.tau","V68.tau","V69.tau","V70.tau","V71.tau","V72.tau","V73.tau","V74.tau","V75.tau","V76.tau","V77.tau","V78.tau","V79.tau","V80.tau","V81.tau","V82.tau","V83.tau","V84.tau","V85.tau","V86.tau","V87.tau","V88.tau","V89.tau","V90.tau","V91.tau","V92.tau","V93.tau","V94.tau","V95.tau","V96.tau","V97.tau","V98.tau","V99.tau","V100.tau","V101.tau","V102.tau","V103.tau","V104.tau","V105.tau","V106.tau","V107.tau","V108.tau","V109.tau","V110.tau","V111.tau","V112.tau","V113.tau","V114.tau","V115.tau","V116.tau","V117.tau","V118.tau","V119.tau","V120.tau","V121.tau","V122.tau","V123.tau","V124.tau","V125.tau","V126.tau","V127.tau","V128.tau","V129.tau","V130.tau","V131.tau","V132.tau","V133.tau","V134.tau","V135.tau","V136.tau","V137.tau","V138.tau","V139.tau","V140.tau","V141.tau","V142.tau","V143.tau","V144.tau","V145.tau","V146.tau","V147.tau","V148.tau","V149.tau","V150.tau","V151.tau","V152.tau","V153.tau","V154.tau","V155.tau","V156.tau","V157.tau","V158.tau","V159.tau","V160.tau","V161.tau","V162.tau","V163.tau","V164.tau","V165.tau","V166.tau","V167.tau","V168.tau","V169.tau","V170.tau","V171.tau","V172.tau","V173.tau","V174.tau","V175.tau","V176.tau","V177.tau","V178.tau","V179.tau","V180.tau","V181.tau","V182.tau","V183.tau","V184.tau","V185.tau","V186.tau","V187.tau","V188.tau","V189.tau","V190.tau","V191.tau","V192.tau","V193.tau","V194.tau","V195.tau","V196.tau","V197.tau","V198.tau","V199.tau","V200.tau","V201.tau","V202.tau","V203.tau","V204.tau","V205.tau","V206.tau","V207.tau","V208.tau","V209.tau","V210.tau","V211.tau","V212.tau","V213.tau","V214.tau","V215.tau","V216.tau","V217.tau","V218.tau","V219.tau","V220.tau","V221.tau","V222.tau","V223.tau","V224.tau","V225.tau","V226.tau","V227.tau","V228.tau","V229.tau","V230.tau","V231.tau","V232.tau","V233.tau","V234.tau","V235.tau","V236.tau","V237.tau","V238.tau","V239.tau","V240.tau","V241.tau","V242.tau","V243.tau","V244.tau","V245.tau","V246.tau","V247.tau","V248.tau","V249.tau","V250.tau","V251.tau","V252.tau","V253.tau","V254.tau","V255.tau","V256.tau","V257.tau","V258.tau","V259.tau","V260.tau","V261.tau","V262.tau","V263.tau","V264.tau","V265.tau","V266.tau","V267.tau","V268.tau","V269.tau","V270.tau","V271.tau","V272.tau","V273.tau","V274.tau","V275.tau","V276.tau","V277.tau","V278.tau","V279.tau","V280.tau","V281.tau","V282.tau","V283.tau","V284.tau","V285.tau","V286.tau","V287.tau","V288.tau","V289.tau","V290.tau","V291.tau","V292.tau","V293.tau","V294.tau","V295.tau","V296.tau","V297.tau","V298.tau","V299.tau","V300.tau","V301.tau","V302.tau","V303.tau","V304.tau","V305.tau","V306.tau","V307.tau","V308.tau","V309.tau","V310.tau","V311.tau","V312.tau","V313.tau","V314.tau","V315.tau","V316.tau","V317.tau","V318.tau","V319.tau","V320.tau","V321.tau","V322.tau","V323.tau","V324.tau","V325.tau","V326.tau","V327.tau","V328.tau","V329.tau","V330.tau","V331.tau","V332.tau","V333.tau","V334.tau","V335.tau","V336.tau","V337.tau","V338.tau","V339.tau","V340.tau","V341.tau","V342.tau","V343.tau","V344.tau","V345.tau","V346.tau","V347.tau","V348.tau","V349.tau","V350.tau","V351.tau","V352.tau","V353.tau","V354.tau","V355.tau","V356.tau","V357.tau","V358.tau","V359.tau","V360.tau","V361.tau","V362.tau","V363.tau","V364.tau","V365.tau","V366.tau","V367.tau","V368.tau","V369.tau","V370.tau","V371.tau","V372.tau","V373.tau","V374.tau","V375.tau","V376.tau","V377.tau","V378.tau","V379.tau","V380.tau","V381.tau","V382.tau","V383.tau","V384.tau","V385.tau","V386.tau","V387.tau","V388.tau","V389.tau","V390.tau","V391.tau","V392.tau","V393.tau","V394.tau","V395.tau","V396.tau","V397.tau","V398.tau","V399.tau","V400.tau","V401.tau","V402.tau","V403.tau","V404.tau","V405.tau","V406.tau","V407.tau","V408.tau","V409.tau","V410.tau","V411.tau","V412.tau","V413.tau","V414.tau","V415.tau","V416.tau","V417.tau","V418.tau","V419.tau","V420.tau","V421.tau","V422.tau","V423.tau","V424.tau","V425.tau","V426.tau","V427.tau","V428.tau","V429.tau","V430.tau","V431.tau","V432.tau","V433.tau","V434.tau","V435.tau","V436.tau","V437.tau","V438.tau","V439.tau","V440.tau","V441.tau","V442.tau","V443.tau","V444.tau","V445.tau","V446.tau","V447.tau","V448.tau","V449.tau","V450.tau","V451.tau","V452.tau","V453.tau","V454.tau","V455.tau","V456.tau","V457.tau","V458.tau","V459.tau","V460.tau","V461.tau","V462.tau","V463.tau","V464.tau","V465.tau","V466.tau","V467.tau","V468.tau","V469.tau","V470.tau","V471.tau","V472.tau","V473.tau","V474.tau","V475.tau","V476.tau","V477.tau","V478.tau","V479.tau","V480.tau","V481.tau","V482.tau","V483.tau","V484.tau","V485.tau","V486.tau","V487.tau","V488.tau","V489.tau","V490.tau","V491.tau","V492.tau","V493.tau","V494.tau","V495.tau","V496.tau","V497.tau","V498.tau","V499.tau","V500.tau"
"sst","G_menardii",0.97016,0.49033,-0.20223,0.00024,0.002,-0.17675,0.0012,-0.01926,0.72381,0.062,-0.04352,-0.05324,-0.05538,-0.11266,-0.05762,-0.08248,-0.19298,-0.09512,-0.12625,-0.10062,-0.09787,-0.15283,0.01445,-0.07499,-0.01479,-0.05642,-0.04489,-0.18868,-0.05865,-0.07086,0.01015,-0.06656,-0.04713,-0.07534,-0.01617,-0.06398,-0.04008,-0.0786,-0.10578,-0.0743,-0.08187,-0.05057,-0.06897,-0.01978,-0.08273,-0.12779,0.0043,-0.00482,-0.1302,-0.11386,-0.06347,-0.10526,-0.08617,-0.16942,-0.11266,-0.10664,-0.0989,-0.08686,-0.09563,-0.11249,-0.04317,-0.07964,-0.1087,-0.01565,-0.12092,-0.06398,-0.03027,-0.12057,-0.09735,-0.08944,-0.04162,-0.06226,-0.06433,-0.0074,-0.10423,-0.08376,-0.04455,-0.07138,-0.01015,-0.0848,-0.11627,-0.03285,-0.0731,-0.03818,-0.14406,-0.08273,-0.04455,0.00069,-0.12436,-0.09236,-0.15033,-0.00826,-0.08583,-0.18748,-0.0688,-0.09254,-0.0258,-0.10354,-0.1075,-0.03268,-0.05934,-0.00585,-0.05848,-0.04438,0.01909,-0.08806,-0.05504,-0.09959,-0.0098,-0.08273,-0.05521,0.03423,-0.08617,-0.11438,-0.14826,0.00877,-0.08445,-0.1259,-0.11232,-0.17561,-0.11094,-0.03818,-0.1204,-0.11249,-0.10733,-0.05968,-0.10612,-0.04042,-0.06364,-0.11662,-0.01651,-0.08755,-0.0915,-0.05796,-0.11644,-0.08239,-0.08514,-0.09064,-0.04713,-0.06588,0.02253,-0.07104,-0.0657,-0.07998,0.0012,-0.02064,-0.14534,-0.12281,-0.00258,-0.17165,0.0387,-0.1161,-0.12659,-0.06828,-0.12246,-0.02597,-0.09202,-0.09408,-0.04558,-0.11214,-0.11541,0.01858,-0.01514,-0.03096,-0.02872,-0.05435,-0.08118,-0.0829,-0.13725,-0.01514,-0.10105,-0.12797,-0.05521,-0.14775,-0.07706,-0.06261,-0.07448,-0.03234,-0.08703,-0.12298,-0.05624,-0.016,-0.08531,-0.06433,0.00482,-0.11386,-0.15497,0.0117,-0.13278,-0.09254,-0.01066,-0.12659,-0.08273,-0.0989,0.00894,-0.0614,-0.02012,-0.12883,-0.09512,-0.09924,-0.12986,-0.04334,-0.08531,-0.00671,-0.09924,-0.05194,-0.03939,-0.08325,-0.09933,-0.08015,-0.06691,-0.11627,-0.04971,-0.08273,-0.15256,-0.07499,-0.17922,-0.01703,-0.10888,-0.04472,-0.0762,-0.04885,-0.05607,-0.0227,-0.11128,-0.01634,-0.15342,-0.09357,-0.10612,-0.06605,-0.05986,-0.05212,-0.07,-0.05521,-0.16495,-0.03612,-0.04747,-0.11644,-0.11111,0.01961,-0.11937,-0.12917,-0.07826,-0.09873,-0.0805,-0.04386,-0.09701,-0.04403,-0.12917,0.01961,-0.12143,-0.11679,-0.0903,-0.03423,-0.06312,-0.05659,-0.14327,-0.11851,-0.10148,-0.03268,-0.0571,0.00327,-0.14362,0.00688,-0.10716,-0.11214,-0.05659,-0.0461,-0.1216,-0.05951,-0.06278,-0.08239,-0.11782,-0.13674,-0.12264,0.03629,-0.08531,-0.09649,-0.1634,-0.05779,-0.10045,-0.11507,-0.08789,-0.0516,-0.08514,-0.16598,-0.10526,-0.10784,-0.10028,-0.05676,-0.11094,-0.17079,-0.04145,-0.13072,-0.14207,-0.07035,-0.07688,-0.08772,-0.10561,-0.0805,-0.09632,-0.04747,-0.01944,0.01772,-0.0903,-0.04309,-0.18799,-0.06347,-0.11008,-0.15101,-0.18782,-0.07172,-0.11128,-0.06588,-0.13983,-0.06983,-0.06123,-0.1247,-0.12934,-0.02425,-0.02408,0.0301,-0.03199,-0.06244,-0.05762,-0.07379,-0.08978,-0.19126,-0.09202,-0.04524,-0.03818,-0.02064,-0.02976,-0.03285,-0.09959,-0.03715,-0.04661,-0.0473,-0.13278,-0.07809,-0.04592,-0.07241,0.00843,-0.13106,-0.04696,-0.05074,-0.03698,-0.04592,-0.06312,-0.12728,-0.08738,-0.12883,-0.01875,-0.09082,-0.0989,-0.08342,-0.0848,-0.06364,-0.1075,-0.10458,-0.15686,-0.07086,-0.10819,-0.02098,-0.08548,-0.08351,-0.10286,-0.0614,-0.10096,-0.14224,-0.12917,-0.06312,0.03578,-0.02804,-0.12779,-0.09563,-0.07499,-0.07826,-0.12676,-0.12195,-0.03079,-0.11902,-0.08841,-0.08531,-0.0043,-0.03285,0.01806,-0.08394,-0.03165,-0.04833,-0.06295,-0.03406,0.00826,0.04162,-0.15101,-0.15721,-0.08394,-0.07155,-0.01342,-0.15308,-0.11197,-0.08858,-0.0344,-0.01823,-0.07774,-0.08376,-0.08686,-0.08996,-0.07069,-0.05074,-0.02064,-0.04627,-0.01875,-0.04162,-0.04799,-0.11765,-0.10784,-0.08015,-0.11111,-0.10286,-0.03732,-0.09013,-0.00258,-0.13966,-0.17165,-0.08531,-0.03079,-0.11748,-0.06467,-0.16116,-0.06691,-0.09615,-0.05057,-0.04988,-0.08256,-0.01101,-0.09219,-0.09254,-0.05624,-0.03973,-0.08738,-0.05882,-0.07327,-0.15187,-0.08841,-0.10991,-0.1462,-0.06691,-0.06424,0.00946,-0.07551,-0.07998,-0.0848,-0.10492,-0.1431,-0.09288,-0.0246,-0.09649,-0.09047,-0.0817,-0.12229,-0.14018,-0.06674,0.03956,-0.12848,-0.10079,0.02752,-0.02941,-0.0289,-0.01926,-0.06949,-0.00155,-0.11318,-0.13399,-0.01944,-0.07069,0.00568,-0.15566,-0.08445,-0.09477,-0.0461,-0.02374,0.0074,-0.02804,-0.07172,-0.12006,-0.10492,-0.0086,-0.07792,-0.0504,-0.07998,-0.16443,-0.06244,-0.07172,-0.12229,-0.08806,-0.11266,-0.11249,-0.00241,-0.13708,-0.00791,-0.20709,-0.08996,-0.02116,-0.07413,-0.04197,-0.0074,-0.08411,-0.00912,-0.09082
"sst","G_siphonifera",0.97016,0.06633,-0.00553,0.91956,1,0.27869,0,0.04696,0.38904,0.558,-0.01909,0.08376,0.00774,-0.01565,-0.01015,0.0098,0.02322,0.0614,0.0289,0.00671,-0.0356,-0.08978,-0.02976,0.00963,-0.03973,0.03062,0.01772,-0.02838,-0.11541,0.0989,0.08067,0.0731,0.00069,-0.18197,-0.01428,-0.01324,-0.08703,-0.02786,-0.03509,-0.00086,0.09443,0.0516,0.01531,0.01187,0.01875,-0.03492,0.00413,0.00568,0.00292,0.03646,-0.00189,-0.06932,-0.10354,0.05556,-0.04713,0.01084,0.03199,-0.01479,0.0688,0.05126,0.16649,-0.00447,0.02993,0.02718,0.1149,-0.12367,0.00155,-0.04644,0.06794,0.06588,0.02219,-0.13244,0.03432,0.05418,-0.09546,-0.0086,-0.03096,0.09838,0.0332,-0.00894,-0.0786,-0.02993,0.02993,-0.03492,-0.00138,-0.0504,0.05212,0.12178,0.0227,0.01944,-0.00654,0.0872,-0.03165,0.01909,-0.02769,0.08996,0.04214,0.11816,0.04025,0.02735,-0.12006,-0.0387,0.05986,0.01445,-0.0762,-0.01548,0.02374,-0.043,-0.07121,0.00654,-0.05108,0.0344,0.1001,-0.02133,-0.01531,0.03767,0.10578,-0.02855,0.04988,-0.08566,0.11146,0.08686,0.0817,-0.01565,0.01668,0.01084,0.01084,0.02442,-0.0356,-0.14259,0.01858,-0.0485,-0.05934,-0.02649,0.0098,-0.0528,0.04025,-0.0098,0.0504,-0.06106,-0.00912,0.02718,0.04128,0.02047,-0.01737,0.01634,-0.08634,0.01522,0.03612,-0.05968,-0.04386,0.07998,0.02546,-0.07069,-0.01273,0.09563,-0.05865,-0.03526,0.00894,-0.0817,-0.02167,-0.02976,-0.0872,0.01565,0.07448,-0.0086,0.0461,0.06347,-0.05779,0.1106,0.02804,-0.08032,0.01995,0.05779,0.03509,0.01015,-0.00912,0.07465,-0.01187,0.01772,0.02184,0.06639,0.05968,0.0829,0.05401,0.04799,0.03062,-0.02288,-0.11042,-0.09357,0.0129,0.06433,-0.02322,0.02391,-0.01686,-0.08841,0.00034,-0.01015,-0.09443,0.05728,0.05315,0.00998,-0.04833,0.02976,-0.06708,0.09873,-0.02649,0.07998,-0.03027,-0.01187,-0.02098,0.04369,0.0442,0.00017,0.0442,0.01376,0.00722,0.03526,0.03371,0.02374,0.04782,0.04042,-0.05126,0.0633,0.016,-0.02924,-0.08101,-0.05521,0.05229,0.02752,0.0688,-0.0571,-0.04592,0.00705,-0.03646,0.05814,0.11214,-0.08514,-0.0184,0.0559,-0.04283,0.04231,-0.01032,0.05246,0.00447,-0.02184,0.03234,-0.1161,-0.00688,-0.01273,0.043,0.08772,0.0645,-0.05487,-0.00722,-0.0571,-0.00963,-0.01462,0.01789,0.03999,-0.01668,-0.06846,0.04524,0.15961,0.02356,0.0934,-0.0344,-0.01479,-0.05298,0.04248,-0.11094,-0.07344,0.00851,0.0289,-0.00585,0.06467,-0.00671,0.06932,0.11937,0.04971,-0.13416,0.02408,0.05745,-0.00052,0.00998,0.00808,-0.03715,-0.02907,0.04747,0.06312,-0.00224,0.06054,-0.02718,0.04472,-0.06519,-0.04988,-0.06502,-0.06966,-0.04644,-0.06347,0.10354,-0.04678,-0.01496,0.06003,0.01204,0.03715,-0.04128,-0.0762,-0.01565,-0.00585,-0.13192,0.01135,0.03423,0.03681,0.09116,0.05814,0.0258,0.02408,0.09615,-0.05057,0.04317,0.12814,0.08222,0.13003,0.05951,0.0141,-0.04455,0.03079,-0.0418,-0.09082,-0.02305,-0.04833,-0.09993,0.03492,-0.02012,0.03354,-0.07757,0.02735,0.04868,0.10096,0.04627,-0.00069,-0.01428,0.06261,-0.01565,0.07379,-0.05624,-0.02485,-0.02322,0.04231,0.04094,0.00585,0.01342,0.03354,0.06811,-0.00086,-0.09271,0.02632,-0.08428,0.03044,-0.07981,-0.0977,0.11902,0.08824,0.01514,-0.02047,0.05384,-0.03285,0.02649,0.01978,-0.03973,-0.01032,0.03044,0.09907,0.01823,0.05074,0.0043,-0.07516,0.02236,0.03904,0.06708,0.08927,-0.07671,-0.04334,0.01565,0.05556,0.00654,0.01135,0.07774,0.03337,-0.02786,0.12401,-0.02288,0.04833,0.07018,0.10251,-0.00292,0.07671,0.02133,0.04489,0.0688,-0.0086,0.01875,0.03062,0.00017,-0.02236,0.05951,0.03406,-0.06398,-0.02322,0.07465,-0.00533,-0.00568,0.01152,0.01565,0.04954,0.00602,0.03629,-0.06725,0.02563,0.07018,-0.03681,-0.08084,-0.01892,0.10561,0.07327,0.06674,-0.10526,-0.0817,-0.01823,0.0289,0.02907,0.00447,-0.03062,-0.03578,-0.00344,-0.02683,0.09305,-0.00671,-0.02649,0.05435,-0.0074,-0.08703,-0.01118,-0.02855,-0.06588,0.06502,0.09408,-0.02666,0.09838,-0.00292,0.04317,-0.00052,-0.04455,-0.0055,-0.00894,0.02098,-0.04369,-0.03234,-0.00034,-0.00585,-0.00654,0.01256,-0.07018,0.02752,-0.04369,0.03337,0.07258,-0.06914,0.0055,0.14861,0.0172,0.07,-0.01101,-0.03199,0.00138,-0.0743,-0.02322,0.06674,-0.03354,0.05831,0.00894,0.08961,-0.08789,0.01978,-0.12951,0.02872,0.02012,0.00361,-0.03509,0.02804,-0.07293,0.04661,0.04145,0.08961,-0.03526,0.05986,-0.01754,0.11386,-0.02081,0.00912,0.0485,0.08445,0.02958,-0.0571,0.07241,-0.10767,0.02666,0.1259,-0.03234
"sst","O_universa",0.97016,0.43795,0.22733,4e-05,0.014,0.33069,0,0.09263,0.08931,1,0.10096,0.11851,0.09942,0.11214,0.11283,0.16701,0.12728,0.11472,0.17733,0.0719,0.11988,0.13433,0.0442,0.11128,0.17028,0.13416,0.12711,0.01772,0.1087,0.06158,0.12418,0.10372,0.05642,0.09426,0.13966,0.06158,0.13897,0.19075,0.15359,0.10698,0.06932,0.10389,0.19883,0.04988,0.15153,0.14534,0.17836,0.13399,0.14998,0.06691,0.15652,0.11662,0.17389,0.13708,0.03578,0.07843,0.27915,0.12401,0.10337,0.08789,0.16099,0.0989,0.18387,0.10423,0.14843,0.11472,0.11008,0.08032,0.14001,0.11851,0.14276,0.15807,0.11455,0.16718,0.10819,0.11421,0.11576,0.0915,0.19178,0.25112,0.12607,0.11524,0.03216,0.20881,0.10251,0.20932,0.12109,0.16659,0.08686,0.1149,0.04678,0.10182,0.10509,0.11662,0.14775,0.17544,0.10819,0.24905,0.07826,0.09666,0.07465,0.09701,0.21706,0.09185,0.21551,0.17647,0.07018,0.15325,0.11834,0.07792,0.17836,0.18018,0.09168,0.12659,0.16133,0.07895,0.18576,0.2076,0.12917,0.12401,0.13158,0.12015,0.15703,0.13313,0.1302,0.06674,0.16942,0.113,0.09907,0.17647,0.10991,0.19143,0.1634,0.14001,0.16357,0.10939,0.16907,0.06742,0.07843,0.16374,0.08978,0.18438,0.13158,0.17389,0.11077,0.10802,0.14671,0.16976,0.16512,0.05401,0.10028,0.07929,0.16942,0.13192,0.06519,0.0977,0.10819,0.07843,0.21913,0.11128,0.1259,0.1063,0.20193,0.12092,0.08858,0.11111,0.11421,0.15205,0.12814,0.13175,0.13158,0.1376,0.19109,0.18077,0.17303,0.12711,0.11369,0.12453,0.0295,0.14826,0.12711,0.11197,0.17544,0.07155,0.13158,0.10217,0.18679,0.17836,0.12315,0.03646,0.08686,0.20881,0.20072,0.11042,0.14689,0.10234,0.07207,0.14723,0.12625,0.09907,0.16735,0.13467,0.1935,0.09821,0.12418,0.13571,0.086,0.18335,0.19195,0.15084,0.12556,0.15222,0.14018,0.06295,0.14551,0.21723,0.04352,0.11696,0.07654,0.13846,0.10372,0.07,0.13794,0.22549,0.18301,0.16185,0.14224,0.07964,0.15187,0.14861,0.13949,0.17595,0.09838,0.15359,0.11885,0.18971,0.14964,0.17355,0.129,0.20881,0.26367,0.21551,0.14517,0.20399,0.09047,0.10165,0.17423,0.14173,0.19057,0.14671,0.16942,0.07895,0.11782,0.14826,0.0528,0.10096,0.13949,0.06846,0.03354,0.1732,0.07499,0.08351,0.10595,0.10716,0.08256,0.03664,0.12315,0.21517,0.09838,0.17337,0.13863,0.14018,0.08772,0.19831,0.13313,0.15858,0.16925,0.14327,0.12281,0.13278,0.16374,0.20709,0.07585,0.16065,0.08136,0.13811,0.0227,0.10475,0.11885,0.15445,0.01634,0.18301,0.08411,0.13571,0.13227,0.05882,0.07379,0.10148,0.20416,0.14517,0.13846,0.15187,0.14052,0.11077,0.21293,0.22497,0.09993,0.14207,0.06588,0.09615,0.20055,0.12384,0.01909,0.24252,0.13863,0.07895,0.13846,0.12487,0.15445,0.18774,0.16219,0.14104,0.10148,0.08428,0.17131,0.12453,0.13811,0.18559,0.12711,0.14018,0.19023,0.0657,0.15394,0.18266,0.12848,0.07929,0.14001,0.23443,0.17441,0.07946,0.10853,0.10991,0.07499,0.07912,0.16116,0.16082,0.08015,0.0805,0.11214,0.1063,0.09512,0.07551,0.0614,0.11008,0.16942,0.04438,0.12229,0.0891,0.09666,0.04524,0.13983,0.11696,0.11318,0.16667,0.03836,0.18369,0.14431,0.13003,0.15308,0.19952,0.13932,0.12418,0.08204,0.21259,0.07396,0.07327,0.17492,0.16168,0.11885,0.12281,0.13209,0.06777,0.14895,0.1198,0.08514,0.12367,0.11765,0.03818,0.16271,0.10767,0.1106,0.1818,0.20193,0.1333,0.15789,0.15342,0.1192,0.18455,0.12728,0.1032,0.07602,0.09219,0.07207,0.26023,0.22704,0.17475,0.102,0.13003,0.05487,0.10423,0.14121,0.11455,0.20588,0.08858,0.14912,0.13313,0.15635,0.08772,0.1173,0.09477,0.02339,0.16787,0.1818,0.13399,0.14585,0.12074,0.08342,0.11146,0.14155,0.17613,0.17303,0.0805,0.20365,0.16391,0.08858,0.10165,0.1204,0.03302,0.1216,0.11042,0.12367,0.129,0.10784,0.16219,0.08531,0.14826,0.13949,0.11885,0.14775,0.14121,0.17475,0.08084,0.08222,0.06226,0.10079,0.09185,0.16133,0.20554,0.14018,0.07912,0.17681,0.11214,0.15738,0.19419,0.07086,0.07792,0.10526,0.14327,0.10716,0.15772,0.10354,0.17183,0.07396,0.15772,0.08824,0.059,0.16735,0.14327,0.08256,0.06777,0.10045,0.10458,0.07568,0.0719,0.12418,0.10819,0.1075,0.19109,0.0958,0.09649,0.13657,0.16581,0.15342,0.09116,0.18008,0.08187,0.17286,0.10544,0.08015,0.14018,0.08342,0.09494,0.09047,0.19866,0.19273,0.16598,0.14964,0.16013,0.01479,0.12779
"sst","G_sacculifer",0.97016,0.27934,0.16184,0.00312,0.862,0.55368,0,0.05719,0.29414,1,0.27726,0.2291,0.15428,0.21276,0.16185,0.19195,0.23564,0.21534,0.29119,0.18163,0.2322,0.17441,0.25731,0.21311,0.19642,0.2764,0.19814,0.25679,0.16993,0.20451,0.1806,0.17836,0.2807,0.2721,0.22515,0.1634,0.23357,0.28345,0.15205,0.35363,0.21397,0.20279,0.26763,0.25473,0.25937,0.19505,0.17045,0.21087,0.19763,0.1775,0.25112,0.16323,0.18696,0.25163,0.14396,0.20691,0.18387,0.22515,0.19952,0.22583,0.25095,0.24458,0.21121,0.18404,0.20571,0.22859,0.16942,0.28724,0.19522,0.28053,0.17836,0.27537,0.18283,0.27227,0.27313,0.19522,0.21121,0.21362,0.14792,0.16632,0.20657,0.14138,0.24699,0.29756,0.19849,0.22876,0.14723,0.20881,0.12883,0.22171,0.14757,0.29876,0.25834,0.32319,0.14671,0.14551,0.16701,0.21362,0.26574,0.16581,0.22153,0.20691,0.2248,0.30065,0.26729,0.17691,0.21637,0.17441,0.29016,0.18043,0.27709,0.13983,0.24338,0.26178,0.23203,0.29343,0.22429,0.21139,0.29205,0.27915,0.20416,0.19556,0.18025,0.18903,0.19522,0.18971,0.17578,0.26385,0.19917,0.15703,0.14345,0.2764,0.18627,0.09632,0.23478,0.19659,0.24493,0.29463,0.18713,0.12831,0.14362,0.13674,0.23684,0.19453,0.30771,0.18627,0.15944,0.15858,0.25783,0.17114,0.14947,0.17372,0.27657,0.25146,0.25525,0.21121,0.19694,0.22566,0.1173,0.1603,0.24579,0.1861,0.215,0.31545,0.27881,0.29567,0.17544,0.30427,0.20502,0.19384,0.27124,0.31871,0.20588,0.27589,0.19935,0.18851,0.16133,0.17647,0.23323,0.22308,0.13691,0.11042,0.24183,0.22394,0.28535,0.20021,0.23942,0.08824,0.16288,0.23512,0.29893,0.13106,0.24579,0.29567,0.27262,0.16288,0.28019,0.25456,0.20055,0.1806,0.26574,0.25353,0.18937,0.22807,0.21483,0.30633,0.19367,0.18352,0.30358,0.28225,0.27657,0.19143,0.17853,0.2033,0.21259,0.28535,0.18989,0.2322,0.18662,0.24028,0.26161,0.19556,0.18954,0.25043,0.27055,0.0903,0.11438,0.12315,0.28827,0.23168,0.22859,0.35587,0.20743,0.23701,0.29584,0.19883,0.23478,0.15239,0.19315,0.17355,0.2936,0.20038,0.18111,0.24355,0.2666,0.18335,0.24802,0.20193,0.28861,0.17389,0.21913,0.25989,0.19969,0.23942,0.22274,0.09735,0.18404,0.24905,0.21414,0.17819,0.19814,0.2795,0.16581,0.23564,0.27279,0.28517,0.18283,0.15996,0.21792,0.16409,0.199,0.19539,0.17183,0.17613,0.22773,0.22274,0.25937,0.18799,0.2334,0.18215,0.19075,0.21844,0.14585,0.215,0.18043,0.2334,0.27984,0.24802,0.18679,0.27004,0.20296,0.11232,0.19229,0.20881,0.20795,0.156,0.2795,0.19831,0.2709,0.22411,0.22429,0.1892,0.25026,0.23633,0.26488,0.28191,0.24923,0.21827,0.26729,0.25611,0.26815,0.13519,0.20261,0.21844,0.11662,0.21603,0.16942,0.24303,0.2408,0.19126,0.19625,0.16357,0.12453,0.21293,0.23547,0.22411,0.21362,0.1904,0.20433,0.17871,0.11421,0.2236,0.2236,0.1935,0.14448,0.08222,0.27778,0.25146,0.20175,0.26952,0.19143,0.24716,0.28999,0.28535,0.21655,0.27296,0.32594,0.20984,0.19006,0.18438,0.21087,0.2592,0.1591,0.1947,0.2279,0.18129,0.3096,0.24097,0.24372,0.24114,0.15067,0.21259,0.18352,0.20691,0.12436,0.26367,0.285,0.26471,0.25473,0.20193,0.19591,0.0903,0.21913,0.22343,0.14431,0.17939,0.23031,0.14998,0.21225,0.23598,0.17114,0.22153,0.22274,0.11369,0.30203,0.17234,0.20365,0.22343,0.21637,0.25009,0.24407,0.25404,0.27984,0.2033,0.17303,0.26006,0.22807,0.21328,0.15686,0.20502,0.23185,0.27537,0.19436,0.17389,0.19728,0.31407,0.21586,0.14465,0.27365,0.13175,0.129,0.2334,0.16632,0.23994,0.26092,0.17974,0.18163,0.22136,0.1216,0.26299,0.172,0.14671,0.2334,0.20932,0.19883,0.24665,0.22411,0.22411,0.21534,0.2249,0.29223,0.18318,0.22945,0.22755,0.21293,0.18679,0.15583,0.24665,0.0891,0.17613,0.25026,0.19453,0.30237,0.23357,0.07379,0.23203,0.12367,0.19539,0.2807,0.21431,0.23065,0.18645,0.15394,0.18799,0.18335,0.2494,0.21104,0.25404,0.28689,0.11644,0.19556,0.20279,0.10784,0.21517,0.19315,0.22343,0.26505,0.23151,0.22411,0.21225,0.21465,0.27227,0.20932,0.14173,0.24286,0.28913,0.20898,0.21104,0.24441,0.242,0.17165,0.15875,0.17165,0.22067,0.28621,0.12883,0.25112,0.27847,0.20072,0.28259,0.25628,0.11249,0.25198,0.19849,0.16873,0.26281,0.23701,0.14929,0.08703,0.2648,0.17389,0.26711,0.1247,0.23392,0.24217,0.28483,0.16529,0.22033,0.23891,0.30874
